"","Age","NumbLines","CustTime","MthIncome","BillAmount","TimeCurAdrr","Region","CableTV","AutDebt","Churn"
"395",43,2,18.9,6540,255.15,1.196,"A","YES","YES","NO"
"396",40,1,30.45,9732,1598.4,5.336,"A","YES","YES","NO"
"397",41,2,19.95,7392,479.25,7.912,"A","YES","NO","NO"
"398",43,3,12.6,7968,603.45,9.476,"A","YES","YES","YES"
"399",45,1,14.7,6312,521.1,5.152,"A","NO","NO","YES"
"400",36,2,21,6432,477.9,4.508,"D","YES","NO","NO"
"401",35,1,23.1,7776,824.85,4.508,"C","NO","YES","NO"
"402",34,1,26.25,8304,668.25,1.196,"C","YES","YES","NO"
"403",40,2,28.35,13212,2825.55,4.324,"A","YES","YES","NO"
"404",40,1,29.4,8196,336.15,3.772,"C","YES","NO","NO"
"405",31,1,13.65,5688,207.9,2.76,"D","NO","YES","YES"
"406",29,1,19.95,6024,1109.7,3.588,"D","NO","YES","YES"
"407",43,1,19.95,6300,480.6,5.796,"A","YES","NO","NO"
"408",44,4,26.25,15168,1051.65,4.508,"D","YES","NO","NO"
"409",42,2,22.05,8496,1741.5,6.348,"A","YES","NO","NO"
"410",41,1,17.85,6288,89.1,6.072,"B","NO","YES","NO"
"411",49,4,16.8,8988,1691.55,2.852,"B","YES","YES","YES"
"412",37,1,23.1,9204,945,4.876,"C","NO","YES","NO"
"413",42,3,12.6,9492,1539,2.392,"D","NO","YES","YES"
"414",53,1,21,10020,949.05,4.692,"C","NO","YES","NO"
"415",45,3,21,13032,197.1,2.116,"C","YES","YES","NO"
"416",35,1,13.65,5448,1047.6,4.416,"D","YES","YES","NO"
"417",53,2,17.85,7776,1436.4,4.968,"A","NO","YES","NO"
"418",48,3,25.2,10800,2911.95,6.716,"D","YES","YES","YES"
"419",42,1,35.7,8628,656.1,6.992,"C","YES","YES","NO"
"420",42,1,19.95,6420,503.55,3.312,"A","NO","NO","NO"
"421",25,1,14.7,5616,1684.8,1.196,"D","YES","YES","YES"
"422",41,2,28.35,10488,589.95,8.004,"D","YES","NO","NO"
"423",40,1,28.35,9840,1162.35,1.564,"D","NO","YES","NO"
"424",45,1,31.5,9168,383.4,4.324,"A","NO","YES","NO"
"425",32,2,12.6,6984,342.9,3.588,"B","YES","YES","NO"
"426",42,2,18.9,11220,1073.25,3.496,"D","YES","NO","YES"
"427",27,2,12.6,6912,643.95,6.256,"A","YES","NO","NO"
"428",32,4,12.6,8016,849.15,3.772,"C","YES","NO","NO"
"429",38,2,25.2,12204,333.45,2.3,"C","NO","NO","NO"
"430",26,2,12.6,5736,562.95,5.428,"C","YES","NO","YES"
"431",49,2,19.95,9876,310.5,1.748,"A","YES","NO","NO"
"432",51,1,44.1,19308,1395.9,2.576,"A","YES","NO","NO"
"433",36,4,14.7,9672,866.7,5.98,"A","YES","YES","NO"
"434",58,1,14.7,7488,472.5,2.852,"D","YES","YES","NO"
"435",24,1,17.85,6744,322.65,2.668,"A","YES","NO","YES"
"436",27,1,12.6,5916,261.9,6.256,"A","YES","NO","NO"
"437",46,1,22.05,7824,796.5,6.072,"D","YES","NO","NO"
"438",32,2,23.1,8160,931.5,3.312,"B","YES","YES","NO"
"439",39,2,14.7,7980,1269,2.3,"C","NO","YES","NO"
"440",37,1,13.65,6372,349.65,4.784,"C","NO","YES","NO"
"441",26,4,12.6,6588,950.4,4.324,"A","YES","NO","YES"
"442",27,1,14.7,5244,758.7,3.22,"D","YES","NO","YES"
"443",49,5,17.85,6468,1690.2,5.336,"A","YES","NO","NO"
"444",35,1,14.7,9348,515.7,3.956,"A","YES","NO","NO"
"445",37,1,14.7,7308,1468.8,4.14,"A","NO","NO","NO"
"446",40,1,24.15,7392,137.7,4.784,"A","NO","NO","NO"
"447",33,1,25.2,6624,197.1,5.612,"A","YES","NO","NO"
"448",40,1,12.6,6804,595.35,7.544,"A","YES","YES","NO"
"449",58,1,40.95,20868,1910.25,2.116,"A","YES","NO","NO"
"450",33,1,19.95,6300,1069.2,4.508,"D","NO","YES","NO"
"451",45,4,13.65,6960,1132.65,5.796,"C","YES","NO","NO"
"452",35,1,14.7,5964,1136.7,3.864,"D","YES","NO","YES"
"453",44,1,22.05,7908,1032.75,5.704,"C","YES","YES","NO"
"454",31,1,15.75,6108,306.45,1.656,"C","YES","YES","NO"
"455",36,2,25.2,10380,392.85,5.704,"D","YES","NO","NO"
"456",49,4,31.5,13992,1109.7,3.312,"C","YES","NO","NO"
"457",46,1,19.95,8904,120.15,5.796,"D","YES","YES","NO"
"458",40,2,27.3,7716,322.65,4.968,"A","YES","NO","NO"
"459",30,3,15.75,6228,615.6,4.6,"A","YES","NO","NO"
"460",31,1,24.15,7740,538.65,4.324,"C","YES","NO","NO"
"461",32,1,14.7,5928,326.7,7.268,"A","NO","YES","NO"
"462",33,1,12.6,5652,32.4,4.784,"C","NO","NO","NO"
"463",54,1,39.9,13992,2285.55,5.52,"D","NO","YES","YES"
"464",48,1,21,9456,683.1,4.048,"C","YES","NO","NO"
"465",35,1,28.35,12600,1705.05,4.968,"B","NO","YES","YES"
"466",54,1,27.3,9624,1410.75,6.992,"A","YES","YES","NO"
"467",47,1,25.2,7920,1603.8,6.072,"D","YES","NO","NO"
"468",45,1,39.9,11808,87.75,4.14,"B","YES","YES","NO"
"469",32,1,23.1,6684,739.8,6.532,"D","YES","NO","NO"
"470",37,3,22.05,6732,338.85,6.992,"D","YES","NO","NO"
"471",57,1,52.5,28296,2813.4,4.416,"A","NO","NO","NO"
"472",33,2,25.2,11988,1944,5.52,"A","YES","NO","YES"
"473",41,1,29.4,8556,126.9,6.348,"D","NO","NO","NO"
"474",35,1,18.9,7692,1127.25,2.576,"A","YES","NO","NO"
"475",45,1,32.55,11976,1972.35,4.324,"A","YES","NO","NO"
"476",35,4,15.75,6432,1096.2,4.784,"A","YES","YES","NO"
"477",24,3,12.6,6780,241.65,6.624,"B","YES","YES","YES"
"478",44,2,30.45,7236,468.45,5.704,"A","YES","NO","NO"
"479",48,1,19.95,8364,1166.4,3.772,"D","YES","YES","NO"
"480",38,2,18.9,7824,606.15,7.268,"A","YES","YES","NO"
"481",46,1,13.65,5628,290.25,5.428,"C","YES","YES","NO"
"482",35,1,21,6084,93.15,3.22,"A","YES","NO","NO"
"483",32,3,13.65,5604,398.25,4.048,"A","YES","YES","NO"
"484",45,1,12.6,5868,521.1,7.268,"C","NO","NO","NO"
"485",49,2,13.65,6504,912.6,3.864,"D","YES","NO","NO"
"486",53,1,18.9,6864,540,3.864,"A","NO","NO","NO"
"487",54,3,31.5,12336,646.65,3.404,"C","YES","YES","NO"
"488",29,2,17.85,6912,884.25,6.44,"A","YES","NO","NO"
"489",40,3,23.1,7428,2575.8,1.38,"B","NO","NO","YES"
"490",30,1,16.8,6072,1377,5.336,"D","NO","YES","NO"
"491",32,1,23.1,6084,417.15,0.46,"A","YES","NO","NO"
"492",58,1,26.25,10776,1455.3,3.496,"A","YES","NO","NO"
"493",38,1,14.7,6228,449.55,7.176,"C","YES","NO","NO"
"494",36,2,21,6648,735.75,5.888,"C","YES","YES","NO"
"495",38,1,18.9,7284,379.35,2.392,"D","NO","YES","NO"
"496",30,2,21,7512,1911.6,5.704,"B","NO","NO","YES"
"497",49,3,31.5,16332,3631.5,7.452,"A","YES","YES","NO"
"498",29,3,13.65,6432,286.2,4.508,"D","YES","NO","NO"
"499",41,2,15.75,8184,1980.45,5.98,"D","NO","NO","YES"
"500",29,1,18.9,6984,213.3,7.544,"D","YES","NO","NO"
"501",49,1,37.8,19152,436.05,4.784,"C","YES","YES","NO"
"502",45,2,35.7,26796,2161.35,0.828,"C","YES","NO","YES"
"503",45,1,27.3,9000,1312.2,0.92,"D","YES","NO","YES"
"504",59,1,22.05,7116,801.9,7.268,"A","YES","NO","NO"
"505",47,1,22.05,7764,1061.1,3.312,"C","NO","NO","NO"
"506",34,1,19.95,7992,1447.2,7.544,"C","YES","YES","NO"
"507",39,1,16.8,6936,2042.55,5.888,"A","YES","NO","NO"
"508",48,1,18.9,6348,319.95,4.416,"A","YES","NO","NO"
"509",35,1,16.8,6600,1629.45,4.876,"B","NO","YES","YES"
"510",54,3,34.65,19284,1248.75,2.668,"C","YES","NO","NO"
"511",31,1,24.15,6876,648,4.324,"A","NO","YES","NO"
"512",37,5,15.75,15456,638.55,5.98,"A","YES","NO","NO"
"513",36,1,19.95,6744,1833.3,4.232,"D","YES","YES","NO"
"514",34,3,23.1,13080,1155.6,0.184,"C","YES","YES","NO"
"515",43,2,15.75,7968,298.35,6.716,"B","YES","NO","NO"
"516",35,4,18.9,5844,768.15,3.864,"B","YES","NO","NO"
"517",55,1,31.5,15408,899.1,8.004,"C","NO","YES","NO"
"518",41,1,19.95,7512,399.6,4.14,"C","NO","NO","NO"
"519",38,1,19.95,6216,419.85,7.544,"C","NO","NO","NO"
"520",36,1,21,6384,880.2,1.104,"B","NO","NO","NO"
"521",50,1,36.75,15624,1228.5,2.392,"A","YES","YES","NO"
"522",52,1,23.1,7932,967.95,4.6,"D","YES","NO","NO"
"523",44,3,26.25,11496,400.95,4.968,"C","YES","NO","NO"
"524",28,1,15.75,5700,500.85,5.428,"D","YES","NO","YES"
"525",37,1,14.7,5856,471.15,6.624,"C","YES","NO","NO"
"526",36,1,28.35,11676,241.65,2.76,"A","YES","NO","NO"
"527",36,1,13.65,6888,492.75,8.924,"D","YES","NO","YES"
"528",23,1,13.65,5436,611.55,3.22,"D","YES","YES","YES"
"529",48,2,14.7,11196,67.5,5.52,"D","YES","NO","NO"
"530",31,4,15.75,6936,985.5,3.404,"D","NO","YES","NO"
"531",27,3,13.65,6864,349.65,4.784,"D","YES","NO","NO"
"532",54,4,32.55,11892,1414.8,1.38,"D","YES","YES","NO"
"533",53,3,25.2,8052,1992.6,2.116,"B","YES","YES","YES"
"534",33,2,16.8,7860,214.65,3.68,"C","YES","NO","NO"
"535",38,3,15.75,5952,1212.3,3.956,"C","NO","YES","NO"
"536",40,1,18.9,7596,259.2,4.14,"A","YES","NO","NO"
"537",34,1,12.6,5952,479.25,4.508,"A","YES","NO","YES"
"538",31,1,12.6,6048,66.15,7.084,"A","YES","YES","NO"
"539",31,2,14.7,5556,311.85,2.668,"B","YES","NO","YES"
"540",27,3,15.75,5808,930.15,4.232,"B","YES","NO","NO"
"541",42,1,17.85,7632,915.3,5.796,"A","YES","YES","NO"
"542",35,4,13.65,6756,919.35,8.004,"D","YES","YES","YES"
"543",37,4,21,5928,926.1,2.576,"C","YES","NO","NO"
"544",38,2,22.05,10452,1837.35,4.508,"A","YES","NO","YES"
"545",50,2,22.05,12300,500.85,5.336,"C","NO","NO","NO"
"546",32,1,15.75,6228,510.3,3.68,"B","YES","NO","NO"
"547",27,2,14.7,6264,1402.65,3.128,"B","YES","YES","YES"
"548",34,2,23.1,8340,243,6.256,"B","NO","NO","NO"
"549",37,1,31.5,7908,1676.7,5.152,"C","YES","YES","NO"
"550",24,1,13.65,5364,429.3,1.932,"A","YES","YES","NO"
"551",44,3,14.7,9588,2839.05,4.048,"A","NO","NO","YES"
"552",36,1,26.25,11004,1466.1,2.024,"A","YES","NO","YES"
"553",41,2,22.05,12816,2258.55,4.968,"A","YES","NO","YES"
"554",33,2,23.1,9264,2744.55,4.416,"A","NO","NO","YES"
"555",35,1,26.25,7980,997.65,1.656,"B","YES","YES","NO"
"556",38,3,13.65,6744,1040.85,3.68,"C","YES","NO","YES"
"557",45,4,25.2,7632,1350,7.82,"D","YES","YES","NO"
"558",33,4,17.85,6540,237.6,6.808,"D","YES","NO","NO"
"559",32,4,13.65,6036,820.8,8.004,"B","NO","NO","YES"
"560",35,2,19.95,6456,287.55,5.428,"C","YES","YES","NO"
"561",43,2,27.3,12168,2203.2,3.128,"A","YES","NO","NO"
"562",46,1,37.8,16404,1177.2,6.624,"C","YES","YES","NO"
"563",29,1,22.05,7380,1491.75,1.472,"A","YES","YES","NO"
"564",34,5,15.75,34812,4847.85,4.876,"A","YES","NO","YES"
"565",30,2,15.75,6696,680.4,3.036,"D","YES","NO","NO"
"566",38,3,15.75,7836,1784.7,5.428,"D","YES","NO","YES"
"567",36,1,19.95,6972,243,1.104,"B","YES","NO","NO"
"568",29,3,15.75,8004,954.45,3.588,"C","NO","NO","NO"
"569",45,2,33.6,13236,1258.2,5.428,"C","YES","NO","NO"
"570",30,3,18.9,8508,996.3,5.52,"A","YES","YES","NO"
"571",52,2,17.85,7788,545.4,3.864,"A","YES","NO","NO"
"572",45,2,27.3,16620,461.7,2.576,"C","NO","NO","NO"
"573",49,2,38.85,34848,4190.4,3.68,"C","NO","NO","YES"
"574",57,2,44.1,21372,1084.05,5.704,"D","YES","NO","NO"
"575",46,1,21,8016,602.1,5.52,"C","YES","NO","NO"
"576",35,2,23.1,7428,510.3,6.624,"D","NO","YES","NO"
"577",32,4,12.6,16164,1956.15,5.06,"B","YES","NO","YES"
"578",42,1,16.8,6468,719.55,4.6,"A","YES","NO","NO"
"579",52,2,24.15,10356,800.55,4.876,"A","YES","YES","NO"
"580",42,3,30.45,25668,1815.75,4.6,"A","NO","YES","NO"
"581",48,4,26.25,21024,523.8,3.496,"A","YES","YES","NO"
"582",32,1,12.6,5844,719.55,5.98,"D","YES","YES","YES"
"583",44,4,19.95,10164,511.65,2.76,"A","YES","NO","NO"
"584",34,2,25.2,6504,932.85,3.496,"A","NO","YES","NO"
"585",31,2,17.85,6528,445.5,0.92,"C","YES","NO","NO"
"586",33,2,24.15,7740,939.6,3.864,"A","NO","NO","NO"
"587",58,2,33.6,34236,615.6,1.84,"B","YES","NO","NO"
"588",43,1,25.2,8484,265.95,2.852,"D","YES","NO","NO"
"589",34,2,22.05,8700,594,5.888,"A","YES","NO","NO"
"590",35,1,21,6900,1394.55,3.956,"A","YES","NO","NO"
"591",38,1,29.4,18072,2344.95,4.048,"D","YES","NO","YES"
"592",39,1,33.6,12672,1325.7,6.164,"D","YES","NO","NO"
"593",42,1,15.75,6612,267.3,0.368,"A","YES","NO","NO"
"594",25,1,16.8,5280,1108.35,5.244,"A","NO","YES","YES"
"595",40,2,31.5,8976,788.4,5.888,"D","YES","YES","NO"
"596",53,1,38.85,19836,1983.15,5.244,"C","NO","YES","NO"
"597",37,1,29.4,13548,297,6.348,"D","YES","NO","NO"
"598",40,1,13.65,6636,599.4,3.128,"D","YES","NO","YES"
"599",31,1,14.7,5964,1532.25,4.14,"A","YES","NO","YES"
"600",58,1,33.6,10296,958.5,5.06,"A","YES","NO","NO"
"601",59,2,50.4,36036,7701.75,6.072,"A","YES","YES","YES"
"602",40,2,14.7,7464,1792.8,5.06,"A","YES","YES","YES"
"603",50,1,43.05,20856,2601.45,4.968,"A","NO","NO","NO"
"604",29,4,13.65,6720,793.8,5.704,"D","NO","YES","NO"
"605",39,1,32.55,7908,1583.55,2.944,"C","YES","NO","NO"
"606",36,1,12.6,6612,827.55,7.268,"C","NO","NO","YES"
"607",29,4,13.65,10740,417.15,3.496,"A","YES","YES","NO"
"608",28,2,17.85,10140,572.4,9.016,"A","YES","NO","NO"
"609",43,4,15.75,10860,903.15,1.748,"D","YES","NO","YES"
"610",52,1,18.9,8580,507.6,8.556,"D","NO","YES","NO"
"611",35,3,13.65,6444,625.05,3.864,"A","NO","NO","NO"
"612",53,1,13.65,6060,495.45,3.864,"C","YES","NO","YES"
"613",54,4,34.65,31296,4368.6,2.76,"C","YES","NO","NO"
"614",53,1,42,23304,1692.9,3.956,"A","YES","NO","NO"
"615",26,4,12.6,5724,180.9,2.208,"A","NO","NO","NO"
"616",36,1,14.7,5712,789.75,6.992,"A","NO","YES","YES"
"617",31,1,17.85,6372,2045.25,6.9,"B","YES","YES","YES"
"618",43,1,21,6684,346.95,3.312,"D","YES","YES","NO"
"619",49,3,29.4,10044,940.95,4.14,"C","NO","YES","NO"
"620",49,1,36.75,10032,490.05,4.324,"C","NO","YES","NO"
"621",27,1,19.95,5784,371.25,0.644,"A","YES","YES","NO"
"622",46,1,28.35,16596,2979.45,2.76,"A","YES","YES","NO"
"623",26,1,12.6,5712,423.9,4.692,"C","NO","YES","YES"
"624",46,4,33.6,23724,716.85,6.348,"A","YES","NO","NO"
"625",24,1,13.65,5736,292.95,0.644,"D","YES","NO","NO"
"626",36,1,15.75,5940,118.8,2.208,"A","YES","YES","NO"
"627",33,3,12.6,6540,1012.5,7.544,"D","YES","YES","YES"
"628",27,4,12.6,6396,202.5,3.956,"D","YES","NO","YES"
"629",34,1,16.8,5808,842.4,4.876,"C","YES","NO","YES"
"630",36,1,28.35,10152,1073.25,4.324,"C","NO","NO","NO"
"631",37,1,29.4,8076,438.75,4.6,"A","NO","YES","NO"
"632",36,1,29.4,8748,187.65,5.336,"C","YES","NO","NO"
"633",43,1,37.8,12816,567,5.428,"A","NO","YES","NO"
"634",36,1,13.65,5928,479.25,6.532,"C","YES","YES","NO"
"635",26,1,18.9,6828,544.05,4.508,"D","NO","NO","NO"
"636",40,1,25.2,7944,662.85,5.612,"D","YES","NO","NO"
"637",52,1,27.3,10284,662.85,6.716,"A","YES","NO","NO"
"638",37,2,22.05,8052,1516.05,1.748,"C","YES","YES","NO"
"639",40,3,25.2,15492,121.5,2.944,"A","YES","NO","NO"
"640",37,3,22.05,9108,645.3,1.748,"C","YES","NO","NO"
"641",48,4,31.5,26952,2018.25,3.772,"D","NO","NO","NO"
"642",41,4,26.25,12744,3454.65,8.096,"D","YES","YES","YES"
"643",41,2,23.1,11184,878.85,4.876,"C","NO","YES","NO"
"644",39,2,27.3,9648,658.8,6.348,"C","YES","YES","NO"
"645",39,2,17.85,11412,727.65,4.876,"B","NO","YES","YES"
"646",42,1,23.1,8640,1100.25,5.704,"B","YES","NO","NO"
"647",28,1,17.85,5772,1656.45,4.048,"B","YES","YES","YES"
"648",32,2,22.05,8412,180.9,2.116,"A","YES","YES","NO"
"649",44,1,25.2,8328,602.1,4.324,"A","YES","NO","NO"
"650",43,1,17.85,8064,388.8,6.44,"C","YES","NO","NO"
"651",28,1,13.65,5412,1154.25,7.176,"B","YES","NO","YES"
"652",35,2,25.2,8016,376.65,2.024,"C","YES","NO","NO"
"653",38,2,21,8868,1887.3,4.784,"A","NO","YES","NO"
"654",34,3,21,6696,730.35,1.564,"C","YES","YES","NO"
"655",48,1,35.7,10308,1008.45,7.636,"D","YES","YES","NO"
"656",54,1,48.3,33372,6448.95,5.152,"C","YES","NO","YES"
"657",28,1,16.8,5592,1476.9,1.472,"A","NO","YES","YES"
"658",53,2,19.95,9456,1061.1,4.876,"C","YES","NO","NO"
"659",34,1,18.9,9216,1756.35,3.496,"B","YES","NO","YES"
"660",37,1,30.45,7152,365.85,2.392,"D","YES","NO","NO"
"661",39,1,18.9,7908,346.95,7.36,"B","YES","NO","NO"
"662",40,4,18.9,10236,799.2,4.692,"C","YES","NO","NO"
"663",42,2,21,6696,1567.35,3.588,"C","YES","NO","YES"
"664",40,1,17.85,5844,2350.35,4.692,"B","YES","YES","YES"
"665",40,2,27.3,10380,1850.85,6.256,"D","YES","NO","NO"
"666",36,4,15.75,7716,950.4,0.736,"B","NO","NO","NO"
"667",33,1,26.25,9300,494.1,5.612,"D","YES","NO","NO"
"668",30,1,15.75,6060,182.25,5.06,"D","YES","NO","NO"
"669",51,1,22.05,10080,1040.85,6.624,"B","NO","YES","YES"
"670",50,2,13.65,6204,1763.1,7.452,"B","YES","YES","YES"
"671",46,3,13.65,7584,589.95,3.588,"A","YES","NO","NO"
"672",34,2,19.95,5592,162,2.668,"C","YES","NO","NO"
"673",36,2,27.3,9528,1189.35,3.956,"B","YES","YES","YES"
"674",43,1,27.3,9888,908.55,4.876,"A","NO","NO","NO"
"675",50,1,22.05,5916,348.3,7.912,"C","YES","YES","NO"
"676",48,3,17.85,7896,2249.1,1.564,"A","YES","NO","NO"
"677",46,1,26.25,7776,414.45,4.324,"B","YES","YES","NO"
"678",47,1,35.7,15156,1557.9,0.92,"C","NO","YES","NO"
"679",51,2,42,23760,2798.55,3.22,"C","YES","NO","NO"
"680",28,2,18.9,6180,507.6,3.22,"B","YES","NO","YES"
"681",50,3,36.75,27264,837,1.104,"C","NO","NO","NO"
"682",44,1,18.9,7224,168.75,4.876,"D","YES","YES","YES"
"683",44,2,18.9,7080,287.55,5.52,"B","NO","YES","NO"
"684",28,4,14.7,6684,409.05,2.484,"B","NO","NO","YES"
"685",30,1,13.65,5556,508.95,4.508,"C","YES","NO","NO"
"686",35,2,13.65,6180,403.65,5.704,"C","NO","NO","NO"
"687",35,3,18.9,6588,1626.75,5.06,"C","YES","NO","NO"
"688",38,3,25.2,16800,899.1,2.484,"D","YES","NO","NO"
"689",25,1,13.65,5496,344.25,1.748,"A","YES","NO","NO"
"690",36,1,28.35,12120,1528.2,5.98,"D","YES","YES","NO"
"691",36,2,17.85,7572,1798.2,6.072,"B","YES","NO","YES"
"692",45,1,35.7,17988,5298.75,4.968,"C","NO","NO","NO"
"693",37,3,21,18996,3064.5,7.176,"A","NO","NO","NO"
"694",48,3,14.7,9276,502.2,7.544,"B","YES","YES","YES"
"695",52,1,17.85,7488,448.2,6.992,"C","YES","NO","NO"
"696",29,1,12.6,5544,735.75,6.164,"B","YES","NO","YES"
"697",27,2,14.7,6468,93.15,3.68,"A","YES","YES","NO"
"698",44,3,29.4,6300,391.5,4.232,"C","YES","YES","NO"
"699",32,1,23.1,11124,1111.05,3.864,"A","YES","YES","NO"
"700",49,2,36.75,15516,217.35,6.9,"A","YES","NO","NO"
"701",54,1,17.85,6588,949.05,3.128,"C","NO","NO","NO"
"702",40,3,18.9,22440,1968.3,1.196,"D","YES","YES","NO"
"703",58,1,21,6636,1831.95,6.256,"D","YES","NO","NO"
"704",43,1,14.7,6420,1291.95,5.428,"A","YES","YES","YES"
"705",33,3,13.65,8880,1532.25,5.612,"A","YES","NO","YES"
"706",47,1,39.9,15120,4035.15,6.348,"C","NO","NO","NO"
"707",34,1,13.65,6252,1039.5,3.864,"A","NO","NO","YES"
"708",49,2,34.65,11184,1517.4,3.312,"D","YES","NO","NO"
"709",34,1,12.6,9048,1254.15,4.324,"B","NO","NO","NO"
"710",36,5,17.85,11520,261.9,4.876,"A","YES","NO","NO"
"711",32,2,18.9,7740,357.75,6.624,"A","NO","NO","NO"
"712",41,2,14.7,9216,1506.6,6.808,"C","YES","NO","NO"
"713",48,1,24.15,10476,808.65,4.784,"D","NO","NO","NO"
"714",49,4,15.75,11436,1867.05,5.888,"A","YES","YES","NO"
"715",58,1,32.55,17712,373.95,7.084,"C","YES","YES","NO"
"716",46,1,33.6,10464,737.1,6.072,"B","YES","NO","NO"
"717",36,1,27.3,8640,1559.25,5.98,"A","NO","NO","NO"
"718",49,1,15.75,7692,272.7,4.324,"C","NO","NO","NO"
"719",46,1,18.9,6360,214.65,2.024,"A","NO","NO","NO"
"720",31,1,16.8,9036,2745.9,8.096,"D","YES","NO","YES"
"721",39,1,32.55,8376,464.4,5.428,"A","YES","NO","NO"
"722",32,2,15.75,6732,465.75,5.244,"A","YES","YES","NO"
"723",53,1,22.05,8028,487.35,3.036,"C","YES","NO","NO"
"724",45,2,27.3,19440,1602.45,7.36,"C","YES","NO","NO"
"725",40,1,18.9,6372,255.15,7.636,"D","YES","NO","NO"
"726",42,3,17.85,12612,675,2.668,"D","NO","YES","NO"
"727",35,1,28.35,8304,591.3,3.036,"C","NO","NO","NO"
"728",46,2,29.4,18864,1120.5,5.888,"D","NO","NO","NO"
"729",50,4,14.7,11280,1902.15,2.944,"C","YES","NO","NO"
"730",36,2,12.6,5868,81,2.208,"A","YES","NO","NO"
"731",43,1,13.65,7740,1035.45,2.668,"A","NO","NO","NO"
"732",44,1,15.75,7812,614.25,0.276,"D","NO","NO","NO"
"733",41,1,16.8,6432,64.8,5.98,"A","YES","NO","NO"
"734",45,3,18.9,10248,874.8,6.44,"A","YES","NO","NO"
"735",46,1,30.45,8472,2363.85,9.016,"C","YES","YES","NO"
"736",48,2,35.7,20724,2659.5,2.944,"D","YES","NO","NO"
"737",36,2,24.15,7200,445.5,6.716,"A","NO","YES","NO"
"738",39,1,31.5,12192,1605.15,7.36,"A","YES","NO","NO"
"739",44,3,13.65,5688,916.65,5.244,"D","NO","YES","YES"
"740",37,3,16.8,6732,1034.1,2.76,"C","NO","NO","NO"
"741",49,3,16.8,8220,492.75,5.06,"A","YES","YES","NO"
"742",34,1,27.3,9636,697.95,5.888,"D","YES","YES","NO"
"743",35,1,22.05,7296,256.5,3.22,"A","YES","YES","NO"
"744",26,1,19.95,6120,236.25,2.484,"D","YES","NO","NO"
"745",27,1,12.6,5940,481.95,1.656,"C","YES","NO","NO"
"746",33,1,16.8,5880,691.2,4.508,"D","YES","NO","NO"
"747",47,2,23.1,9324,854.55,2.3,"D","NO","YES","NO"
"748",37,3,26.25,13596,1178.55,6.164,"A","NO","YES","NO"
"749",34,1,22.05,7200,2002.05,5.98,"B","YES","NO","YES"
"750",42,1,35.7,11136,711.45,3.772,"A","NO","YES","NO"
"751",51,2,43.05,17628,2010.15,8.372,"D","YES","YES","NO"
"752",29,2,17.85,8736,2127.6,2.668,"D","NO","YES","YES"
"753",48,2,27.3,14820,2527.2,2.668,"A","YES","YES","YES"
"754",37,1,30.45,8508,656.1,4.416,"A","YES","YES","NO"
"755",43,4,28.35,21576,6752.7,5.06,"A","NO","YES","YES"
"756",29,1,12.6,5700,889.65,3.956,"C","YES","YES","NO"
"757",47,1,19.95,8568,649.35,4.048,"A","YES","NO","NO"
"758",31,1,24.15,9492,1435.05,4.048,"C","NO","NO","YES"
"759",42,3,15.75,10644,457.65,6.808,"B","YES","YES","NO"
"760",46,1,14.7,5784,756,6.072,"C","NO","NO","NO"
"761",32,1,26.25,9204,1428.3,6.348,"D","YES","NO","NO"
"762",55,1,44.1,23280,7927.2,5.06,"D","YES","YES","YES"
"763",41,1,30.45,13860,704.7,11.868,"A","YES","NO","NO"
"764",54,1,18.9,7932,248.4,4.324,"D","YES","YES","NO"
"765",50,3,38.85,23028,3346.65,7.084,"C","YES","NO","NO"
"766",33,2,13.65,5784,803.25,2.116,"A","YES","NO","YES"
"767",42,2,32.55,14040,679.05,4.784,"D","YES","YES","NO"
"768",32,1,26.25,7272,888.3,3.68,"D","YES","NO","NO"
"769",39,1,19.95,6384,1197.45,5.98,"C","NO","NO","NO"
"770",40,2,26.25,11976,189,5.428,"C","YES","NO","NO"
"771",49,4,22.05,9252,1084.05,4.416,"D","NO","NO","NO"
"772",46,2,32.55,12564,1163.7,4.876,"B","YES","NO","NO"
"773",45,2,32.55,14520,1059.75,6.808,"C","YES","NO","NO"
"774",51,2,27.3,11100,1354.05,4.324,"D","NO","YES","NO"
"775",43,1,31.5,18576,7146.9,5.612,"B","YES","YES","YES"
"776",41,1,31.5,12948,529.2,1.564,"D","YES","YES","NO"
"777",32,1,18.9,7800,1545.75,6.348,"B","YES","YES","YES"
"778",50,4,29.4,24312,3948.75,3.312,"A","NO","YES","YES"
"779",34,2,22.05,10800,1659.15,5.612,"D","NO","NO","YES"
"780",41,3,12.6,8760,1528.2,5.52,"A","NO","YES","NO"
"781",38,4,18.9,7356,321.3,4.048,"A","YES","YES","YES"
"782",38,2,26.25,15072,3994.65,8.372,"B","YES","YES","YES"
"783",52,1,17.85,9264,689.85,3.864,"D","NO","NO","NO"
"784",52,2,29.4,13164,2509.65,6.348,"A","YES","NO","NO"
"785",30,2,17.85,8868,1154.25,3.864,"D","YES","NO","YES"
"786",34,3,13.65,5556,691.2,2.944,"B","NO","YES","YES"
"787",36,1,21,8064,731.7,1.564,"C","YES","YES","NO"
"788",55,2,12.6,6276,1661.85,6.072,"B","YES","NO","YES"
"789",46,1,19.95,7224,355.05,4.324,"B","YES","YES","NO"
"790",31,1,22.05,6396,681.75,8.924,"A","YES","YES","NO"
